round,SR,P,Recall,F1,,,
970,0.622680412,0.759162304,0.75988566,0.75952381,,,
971,0.623069001,0.759276879,0.76,0.759638267,,,
972,0.62345679,0.759391346,0.760114231,0.759752617,,,
973,0.623843782,0.759505703,0.760228354,0.759866857,,,
974,0.624229979,0.759619952,0.760342368,0.759980989,,,
975,0.624615385,0.759848125,0.760570071,0.760208927,,,
976,0.625,0.759962049,0.760683761,0.760322734,,,
977,0.625383828,0.760075865,0.760797342,0.760436433,,,
978,0.625766871,0.760189573,0.760910816,0.760550024,,,
979,0.626149132,0.761208117,0.761927256,0.761567517,,,
980,0.626530612,0.761320755,0.76203966,0.761680038,,,
981,0.626911315,0.761545712,0.762264151,0.761904762,,,
982,0.627291242,0.761658031,0.762376238,0.762016965,,,
983,0.627670397,0.761770245,0.762488219,0.762129063,,,
984,0.62804878,0.761882353,0.762600094,0.762241055,,,
985,0.628426396,0.761994356,0.762711864,0.762352941,,,
986,0.628803245,0.762106253,0.762823529,0.762464722,,,
987,0.629179331,0.762218045,0.762935089,0.762576399,,,
988,0.62854251,0.762083529,0.762799436,0.762441315,,,
989,0.627906977,0.761214953,0.761927035,0.761570827,,,
990,0.628282828,0.761326483,0.762038336,0.761682243,,,
991,0.628657921,0.761437908,0.762149533,0.761793554,,,
992,0.628024194,0.761082594,0.761793554,0.761437908,,,
993,0.628398792,0.761971176,0.762680316,0.762325581,,,
994,0.628772636,0.762081784,0.762790698,0.762436076,,,
995,0.629145729,0.76219229,0.762900976,0.762546468,,,
996,0.628514056,0.761926818,0.762633287,0.762279889,,,
997,0.627883651,0.761574074,0.762279889,0.761926818,,,
998,0.627254509,0.761221657,0.761926818,0.761574074,,,
999,0.626626627,0.761290323,0.76199262,0.761641309,,,
1000,0.626,0.770798898,0.762057878,0.761882893,,,
1001,0.625374625,0.761358421,0.761707989,0.761533165,,,
1002,0.624750499,0.761118753,0.76146789,0.761293281,,,
1003,0.625124626,0.761228231,0.761577258,0.761402705,,,
1004,0.624501992,0.760879524,0.761228231,0.761053837,,,
1005,0.624875622,0.761098398,0.761446886,0.761272602,,,
1006,0.625248509,0.761207685,0.761556064,0.761381835,,,
1007,0.624627607,0.760859625,0.761207685,0.761033615,,,
1008,0.625,0.760968921,0.761316872,0.761142857,,,
1009,0.625371655,0.761078118,0.76142596,0.761251999,,,
1010,0.624752475,0.760730594,0.761078118,0.760904316,,,
1011,0.62413452,0.760383387,0.760730594,0.76055695,,,
1012,0.624505929,0.760492701,0.760839799,0.76066621,,,
1013,0.624876604,0.760601915,0.760948905,0.760775371,,,
1014,0.624260355,0.760255242,0.760601915,0.760428539,,,
1015,0.624630542,0.760364465,0.76071103,0.760537708,,,
1016,0.625,0.760473588,0.760820046,0.760646777,,,
1017,0.625368732,0.760582613,0.760928962,0.760755748,,,
1018,0.625736739,0.760691538,0.761037779,0.760864619,,,
1019,0.625122669,0.760345612,0.760691538,0.760518535,,,
1020,0.624509804,0.76,0.760345612,0.760172767,,,
1021,0.624877571,0.760109041,0.760454545,0.760281754,,,
1022,0.625244618,0.760217984,0.76056338,0.760390643,,,
1023,0.624633431,0.759872901,0.760217984,0.760045403,,,
1024,0.624023438,0.759528131,0.759872901,0.759700477,,,
1025,0.624390244,0.759637188,0.759981851,0.759809481,,,
1026,0.624756335,0.759746147,0.760090703,0.759918386,,,
1027,0.625121714,0.759855007,0.760199456,0.760027192,,,
1028,0.625486381,0.759963768,0.760308111,0.7601359,,,
1029,0.62585034,0.760289462,0.760633484,0.760461434,,,
1030,0.626213592,0.76039783,0.760741746,0.760569749,,,
1031,0.62657614,0.7605061,0.76084991,0.760677966,,,
1032,0.625968992,0.760162602,0.7605061,0.760334312,,,
1033,0.62536302,0.759819413,0.760162602,0.759990969,,,
1034,0.624758221,0.760449438,0.760791367,0.760620364,,,
1035,0.625120773,0.760557053,0.760898876,0.760727926,,,
1036,0.625482625,0.760664571,0.761006289,0.760835392,,,
1037,0.62487946,0.76032316,0.760664571,0.760493827,,,
1038,0.624277457,0.759982055,0.76032316,0.760152569,,,
1039,0.623676612,0.759641256,0.759982055,0.759811617,,,
1040,0.623076923,0.759300762,0.759641256,0.759470971,,,
1041,0.623439001,0.759408602,0.759748991,0.759578759,,,
1042,0.623800384,0.759516346,0.759856631,0.75968645,,,
1043,0.624161074,0.759623993,0.759964174,0.759794045,,,
1044,0.624521073,0.759731544,0.76007162,0.759901544,,,
1045,0.623923445,0.759391771,0.759731544,0.759561619,,,
1046,0.62332696,0.759052302,0.759391771,0.759221999,,,
1047,0.623686724,0.759159964,0.759499329,0.759329609,,,
1048,0.624045802,0.759375,0.759714158,0.759544541,,,
1049,0.624404194,0.759482374,0.759821429,0.759651863,,,
1050,0.623809524,0.759143622,0.759482374,0.75931296,,,
1051,0.62416746,0.759251003,0.759589652,0.75942029,,,
1052,0.624524715,0.759358289,0.759696835,0.759527524,,,
1053,0.624881292,0.759465479,0.759803922,0.759634663,,,
1054,0.625237192,0.759572573,0.759910913,0.759741706,,,
1055,0.625592417,0.759679573,0.760017809,0.759848653,,,
1056,0.62594697,0.759786477,0.760124611,0.759955506,,,
1057,0.625354778,0.759662372,0.76,0.759831149,,,
1058,0.625708885,0.759769094,0.760106619,0.759937819,,,
1059,0.626062323,0.759875721,0.760213144,0.760044395,,,
1060,0.626415094,0.759982254,0.760319574,0.760150876,,,
1061,0.625824694,0.759398496,0.759734513,0.759566468,,,
1062,0.625235405,0.759062776,0.759398496,0.759230599,,,
1063,0.625587959,0.759169244,0.759504863,0.759337017,,,
1064,0.625,0.758833922,0.759169244,0.759001546,,,
1065,0.624413146,0.758498896,0.758833922,0.758666372,,,
1066,0.624765478,0.758605472,0.758940397,0.758772898,,,
1067,0.624179944,0.758908931,0.759242958,0.759075908,,,
1068,0.623595506,0.75877193,0.759104871,0.758938364,,,
1069,0.623947615,0.758877685,0.759210526,0.759044069,,,
1070,0.624299065,0.758983348,0.759316089,0.759149682,,,
1071,0.62464986,0.759088918,0.75942156,0.759255203,,,
1072,0.625,0.759194396,0.759526938,0.759360631,,,
1073,0.625349487,0.759299781,0.759632224,0.759465966,,,
1074,0.625698324,0.759405074,0.759737418,0.75957121,,,
1075,0.626046512,0.759510275,0.75984252,0.759676361,,,
1076,0.625464684,0.759808195,0.760139555,0.759973839,,,
1077,0.625812442,0.760226284,0.760557249,0.76039173,,,
1078,0.626159555,0.760330579,0.760661445,0.760495976,,,
1079,0.626506024,0.760434783,0.76076555,0.76060013,,,
1080,0.626851852,0.760538896,0.760869565,0.760704195,,,
1081,0.62719704,0.760642919,0.76097349,0.760808169,,,
1082,0.62754159,0.760954447,0.761284722,0.761119549,,,
1083,0.626962142,0.760728218,0.761058109,0.760893128,,,
1084,0.626383764,0.760587727,0.760916559,0.760752107,,,
1085,0.626728111,0.760691145,0.761019879,0.760855476,,,
1086,0.627071823,0.760794473,0.76112311,0.760958756,,,
1087,0.62649494,0.760017234,0.760344828,0.760180995,,,
1088,0.625919118,0.759689922,0.760017234,0.759853543,,,
1089,0.626262626,0.759793371,0.760120586,0.759956943,,,
1090,0.625688073,0.759466437,0.759793371,0.759629869,,,
1091,0.626031164,0.759569892,0.75989673,0.759733276,,,
1092,0.625457875,0.759243336,0.759569892,0.759406579,,,
1093,0.624885636,0.759005146,0.759330759,0.759167918,,,
1094,0.624314442,0.75865015,0.758974359,0.75881222,,,
1095,0.624657534,0.758753202,0.759077317,0.758915225,,,
1096,0.625,0.758856167,0.759180188,0.759018143,,,
1097,0.625341841,0.758959044,0.759282971,0.759120973,,,
1098,0.62568306,0.759061834,0.759385666,0.759223715,,,
1099,0.62511374,0.767988981,0.759061834,0.758900021,,,
1100,0.625454545,0.767988981,0.759164535,0.767700831,,,
1101,0.625794732,0.758943782,0.75926715,0.759105431,,,
1102,0.626134301,0.759046403,0.759369676,0.759208005,,,
1103,0.626473255,0.759148936,0.759472116,0.759310492,,,
1104,0.626811594,0.759251382,0.759574468,0.759412891,,,
1105,0.626244344,0.759220008,0.759541985,0.759380962,,,
1106,0.626582278,0.759322034,0.759643917,0.759482941,,,
1107,0.626919603,0.759423973,0.759745763,0.759584834,,,
1108,0.626353791,0.759493671,0.759814268,0.759653935,,,
1109,0.626690712,0.759595108,0.759915612,0.759755326,,,
1110,0.627027027,0.759696459,0.760016871,0.759856631,,,
1111,0.627362736,0.759797724,0.760118044,0.75995785,,,
1112,0.627697842,0.759898905,0.760219132,0.760058985,,,
1113,0.627133872,0.760067114,0.760386068,0.760226558,,,
1114,0.627468582,0.760167715,0.760486577,0.760327113,,,
1115,0.62690583,0.75984912,0.760167715,0.760008384,,,
1116,0.626344086,0.759297952,0.759615385,0.759456635,,,
1117,0.626678603,0.759398496,0.759715838,0.759557134,,,
1118,0.627012522,0.759498956,0.759816207,0.759657549,,,
1119,0.626452189,0.75918197,0.759498956,0.75934043,,,
1120,0.626785714,0.759282436,0.759599332,0.759440851,,,
1121,0.627118644,0.759382819,0.759699625,0.759541189,,,
1122,0.62745098,0.759483118,0.759799833,0.759641443,,,
1123,0.627782725,0.759583333,0.759899958,0.759741613,,,
1124,0.627224199,0.759266972,0.759583333,0.75942512,,,
1125,0.627555556,0.759367194,0.759683465,0.759525297,,,
1126,0.627886323,0.759467333,0.759783514,0.75962539,,,
1127,0.628216504,0.760464153,0.760779436,0.760621762,,,
1128,0.628546099,0.76056338,0.760878574,0.760720945,,,
1129,0.628875111,0.760662526,0.76097763,0.760820046,,,
1130,0.628318584,0.760446835,0.760761589,0.76060418,,,
1131,0.628647215,0.760545906,0.760860571,0.760703206,,,
1132,0.628975265,0.760644895,0.760959471,0.76080215,,,
1133,0.629302736,0.760743802,0.761058289,0.760901013,,,
1134,0.62962963,0.760842627,0.761157025,0.760999793,,,
1135,0.62907489,0.760528489,0.760842627,0.760685526,,,
1136,0.629401408,0.760627322,0.760941371,0.760784314,,,
1137,0.629727353,0.760726073,0.761040033,0.76088302,,,
1138,0.630052724,0.760824742,0.761138614,0.760981646,,,
1139,0.630377524,0.760923331,0.761237113,0.76108019,,,
1140,0.629824561,0.760609806,0.760923331,0.760766536,,,
1141,0.630148992,0.760708402,0.761021838,0.760865088,,,
1142,0.630472855,0.760806916,0.761120264,0.760963558,,,
1143,0.63079615,0.76090535,0.761218608,0.761061947,,,
1144,0.631118881,0.761003702,0.761316872,0.761160255,,,
1145,0.631441048,0.761101974,0.761415056,0.761258482,,,
1146,0.631762653,0.761200164,0.761513158,0.761356629,,,
1147,0.632083697,0.761298274,0.76161118,0.761454695,,,
1148,0.631533101,0.761261261,0.761573126,0.761417162,,,
1149,0.631853786,0.761358985,0.761670762,0.761514841,,,
1150,0.632173913,0.761456628,0.761768318,0.761612441,,,
1151,0.632493484,0.761554192,0.761865794,0.761709961,,,
1152,0.6328125,0.761651676,0.76196319,0.761807401,,,
1153,0.63226366,0.761321909,0.761632653,0.76147725,,,
1154,0.632582322,0.76141925,0.761729906,0.761574546,,,
1155,0.632900433,0.76151651,0.76182708,0.761671764,,,
1156,0.633217993,0.761613692,0.761924174,0.761768902,,,
1157,0.633535004,0.761710794,0.76202119,0.76186596,,,
1158,0.633851468,0.761807818,0.762118126,0.76196294,,,
1159,0.634167386,0.761904762,0.762214984,0.762059841,,,
1160,0.634482759,0.762001627,0.762311762,0.762156663,,,
1161,0.633936262,0.761788618,0.762098414,0.761943484,,,
1162,0.634251291,0.761885412,0.762195122,0.762040236,,,
1163,0.633705933,0.761846902,0.762155592,0.762001215,,,
1164,0.633161512,0.761538462,0.761846902,0.76169265,,,
1165,0.633476395,0.761634966,0.76194332,0.761789112,,,
1166,0.633790738,0.762116317,0.762424242,0.762270248,,,
1167,0.634104542,0.762212354,0.762520194,0.762366243,,,
1168,0.634417808,0.762308313,0.762616068,0.762462159,,,
1169,0.634730539,0.762404195,0.762711864,0.762557999,,,
1170,0.635042735,0.7625,0.762807584,0.762653761,,,
1171,0.635354398,0.762595728,0.762903226,0.762749446,,,
1172,0.634812287,0.762766385,0.76307321,0.762919767,,,
1173,0.635123615,0.763052209,0.763358779,0.763205463,,,
1174,0.635434412,0.76314733,0.763453815,0.763300542,,,
1175,0.634893617,0.762495002,0.7628,0.762647471,,,
1176,0.635204082,0.762589928,0.762894842,0.762742355,,,
1177,0.634664401,0.762340764,0.762644365,0.762492534,,,
1178,0.634125637,0.762604208,0.762907069,0.762755608,,,
1179,0.633587786,0.762301587,0.762604208,0.762452868,,,
1180,0.633898305,0.762395875,0.762698413,0.762547114,,,
1181,0.633361558,0.762093577,0.762395875,0.762244696,,,
1182,0.633671743,0.762187872,0.762490087,0.762338949,,,
1183,0.633136095,0.761867089,0.762168579,0.762017804,,,
1184,0.632601351,0.762411348,0.762711864,0.762561576,,,
1185,0.632067511,0.762671906,0.762971698,0.762821772,,,
1186,0.63237774,0.762765122,0.763064833,0.762914948,,,
1187,0.631844987,0.762465646,0.762765122,0.762615354,,,
1188,0.631313131,0.762166405,0.762465646,0.762315996,,,
1189,0.631623213,0.76225971,0.76255887,0.76240926,,,
1190,0.631932773,0.762352941,0.76265202,0.762502451,,,
1191,0.632241814,0.7624461,0.762745098,0.762595569,,,
1192,0.632550336,0.762539185,0.762838103,0.762688615,,,
1193,0.63285834,0.762632197,0.762931034,0.762781587,,,
1194,0.633165829,0.762725137,0.763023893,0.762874486,,,
1195,0.633472803,0.762818004,0.76311668,0.762967313,,,
1196,0.632943144,0.762519562,0.762818004,0.762668754,,,
1197,0.633249791,0.762612436,0.762910798,0.762761588,,,
1198,0.633555927,0.762705238,0.76300352,0.76285435,,,
1199,0.633861551,0.769796796,0.763096169,0.762947039,,,
1200,0.633333333,0.769796796,0.762797968,0.762947039,,,
1201,0.632805995,0.762850467,0.763147643,0.762999026,,,
1202,0.632279534,0.762514552,0.762810559,0.762662527,,,
1203,0.632585204,0.762606672,0.7629026,0.762754607,,,
1204,0.632059801,0.762862669,0.763157895,0.763010253,,,
1205,0.632365145,0.76295437,0.763249516,0.763101915,,,
1206,0.632669983,0.763045999,0.763341067,0.763193505,,,
1207,0.632145816,0.76341181,0.76341181,0.76341181,,,
1208,0.631622517,0.763117284,0.763117284,0.763117284,,,
1209,0.631927213,0.763299923,0.763299923,0.763299923,,,
1210,0.631404959,0.762692308,0.762692308,0.762692308,,,
1211,0.631709331,0.762783545,0.762783545,0.762783545,,,
1212,0.632013201,0.763147793,0.763147793,0.763147793,,,
1213,0.631492168,0.76285495,0.76285495,0.76285495,,,
1214,0.630971993,0.762562332,0.762562332,0.762562332,,,
1215,0.63127572,0.762653374,0.762653374,0.762653374,,,
1216,0.630756579,0.762796028,0.762796028,0.762796028,,,
1217,0.631059984,0.762886598,0.762886598,0.762886598,,,
1218,0.63136289,0.762977099,0.762977099,0.762977099,,,
1219,0.630844955,0.762557078,0.762557078,0.762557078,,,
1220,0.630327869,0.762139605,0.762139605,0.762139605,,,
1221,0.630630631,0.762229807,0.762229807,0.762229807,,,
1222,0.630932897,0.762319939,0.762319939,0.762319939,,,
1223,0.630417007,0.762031072,0.762031072,0.762031072,,,
1224,0.630718954,0.762121212,0.762121212,0.762121212,,,
1225,0.631020408,0.762211284,0.762211284,0.762211284,,,
1226,0.63050571,0.761922786,0.761922786,0.761922786,,,
1227,0.630806846,0.762012864,0.762012864,0.762012864,,,
1228,0.63029316,0.762264151,0.762264151,0.762264151,,,
1229,0.630593979,0.762353829,0.762353829,0.762353829,,,
1230,0.630894309,0.762443439,0.762443439,0.762443439,,,
1231,0.631194151,0.762532982,0.762532982,0.762532982,,,
1232,0.631493506,0.762622457,0.762622457,0.762622457,,,
1233,0.630981346,0.762335217,0.762335217,0.762335217,,,
1234,0.630470016,0.762851782,0.762851782,0.762851782,,,
1235,0.630769231,0.762940735,0.762940735,0.762940735,,,
1236,0.6302589,0.762350299,0.762350299,0.762350299,,,
1237,0.630557801,0.762439207,0.762439207,0.762439207,,,
1238,0.630048465,0.762154076,0.762154076,0.762154076,,,
1239,0.630347054,0.762242991,0.762242991,0.762242991,,,
1240,0.62983871,0.762224711,0.762224711,0.762224711,,,
1241,0.629331185,0.762472077,0.762472077,0.762472077,,,
1242,0.62962963,0.762560476,0.762560476,0.762560476,,,
1243,0.629927595,0.763265306,0.763265306,0.763265306,,,
1244,0.63022508,0.763353116,0.763353116,0.763353116,,,
1245,0.630522088,0.76344086,0.76344086,0.76344086,,,
1246,0.63081862,0.76352854,0.76352854,0.76352854,,,
1247,0.631114675,0.76431474,0.76431474,0.76431474,,,
1248,0.631410256,0.764401773,0.764401773,0.764401773,,,
1249,0.630904724,0.764119601,0.764119601,0.764119601,,,
1250,0.6304,0.763709974,0.763709974,0.763709974,,,
1251,0.630695444,0.763796909,0.763796909,0.763796909,,,
1252,0.630191693,0.763322308,0.763322308,0.763322308,,,
1253,0.629688747,0.761538462,0.761538462,0.761538462,,,
1254,0.629186603,0.761330409,0.761330409,0.761330409,,,
1255,0.629482072,0.761417611,0.761417611,0.761417611,,,
1256,0.628980892,0.761139518,0.761139518,0.761139518,,,
1257,0.629276054,0.761226725,0.761226725,0.761226725,,,
1258,0.628775835,0.760948905,0.760948905,0.760948905,,,
1259,0.629070691,0.761036118,0.761036118,0.761036118,,,
1260,0.628571429,0.76136777,0.76136777,0.76136777,,,
1261,0.628865979,0.761454545,0.761454545,0.761454545,,,
1262,0.629160063,0.761541258,0.761541258,0.761541258,,,
1263,0.629453682,0.761627907,0.761627907,0.761627907,,,
1264,0.629746835,0.761714493,0.761714493,0.761714493,,,
1265,0.629249012,0.761437908,0.761437908,0.761437908,,,
1266,0.628751975,0.761507793,0.761507793,0.761507793,,,
1267,0.628255722,0.761231884,0.761231884,0.761231884,,,
1268,0.628548896,0.761318363,0.761318363,0.761318363,,,
1269,0.628841608,0.761404779,0.761404779,0.761404779,,,
1270,0.629133858,0.761491133,0.761491133,0.761491133,,,
1271,0.628638867,0.76121563,0.76121563,0.76121563,,,
1272,0.628144654,0.760940325,0.760940325,0.760940325,,,
1273,0.627651218,0.760665221,0.760665221,0.760665221,,,
1274,0.627943485,0.760751717,0.760751717,0.760751717,,,
1275,0.62745098,0.76056338,0.76083815,0.76070074,,,
1276,0.627742947,0.760649819,0.760924521,0.760787146,,,
1277,0.62725137,0.760634463,0.760908763,0.760771588,,,
1278,0.626760563,0.760158216,0.760431655,0.760294911,,,
1279,0.627052385,0.760244428,0.760517799,0.760381089,,,
1280,0.6265625,0.760315752,0.760588658,0.76045218,,,
1281,0.62685402,0.760401722,0.76067456,0.760538117,,,
1282,0.627145086,0.76048763,0.760760402,0.760623991,,,
1283,0.626656274,0.76037196,0.760644007,0.760507959,,,
1284,0.626168224,0.760100107,0.76037196,0.760236009,,,
1285,0.626459144,0.760528194,0.760799714,0.76066393,,,
1286,0.626749611,0.760613628,0.760885082,0.760749331,,,
1287,0.626262626,0.760342368,0.760613628,0.760477974,,,
1288,0.626552795,0.760427807,0.760699001,0.76056338,,,
1289,0.626842514,0.760513186,0.760784314,0.760648726,,,
1290,0.627131783,0.760598504,0.760869565,0.76073401,,,
1291,0.626646011,0.760412958,0.760683761,0.760548335,,,
1292,0.626934985,0.760498221,0.760768957,0.760633565,,,
1293,0.627223511,0.760583422,0.760854093,0.760718733,,,
1294,0.627511592,0.760753644,0.761024182,0.760888889,,,
1295,0.627027027,0.760638298,0.760908123,0.760773187,,,
1296,0.627314815,0.760723148,0.760992908,0.760858004,,,
1297,0.627602159,0.760807938,0.761077632,0.760942761,,,
1298,0.62788906,0.760892667,0.761162296,0.761027458,,,
1299,0.62817552,0.770977337,0.7612469,0.761112095,,,
1300,0.628461538,0.770977337,0.761331445,0.7696671977341,,,
1301,0.627978478,0.76079264,0.761061947,0.76092727,,,
1302,0.628264209,0.760877255,0.761146497,0.761011852,,,
1303,0.628549501,0.76096181,0.761230987,0.761096375,,,
1304,0.628067485,0.761283498,0.761552028,0.761417739,,,
1305,0.627586207,0.760999648,0.761267606,0.761133603,,,
1306,0.627871363,0.761083744,0.761351637,0.761217667,,,
1307,0.628156083,0.761167781,0.761435609,0.761301671,,,
1308,0.628440367,0.761251758,0.761519522,0.761385616,,,
1309,0.628724217,0.761335677,0.761603376,0.761469503,,,
1310,0.628244275,0.761068166,0.761335677,0.761201898,,,
1311,0.628527841,0.761235955,0.761503337,0.761369622,,,
1312,0.628810976,0.761319761,0.761587079,0.761453397,,,
1313,0.629093679,0.761487197,0.761754386,0.761620768,,,
1314,0.629375951,0.761570827,0.761837952,0.761704366,,,
1315,0.629657795,0.761654399,0.761921459,0.761787905,,,
1316,0.62993921,0.761737912,0.762004907,0.761871386,,,
1317,0.630220197,0.761821366,0.762088297,0.761954808,,,
1318,0.630500759,0.761904762,0.762171629,0.762038172,,,
1319,0.630780895,0.761988099,0.762254902,0.762121477,,,
1320,0.631060606,0.762071379,0.762338117,0.762204724,,,
1321,0.631339894,0.7621546,0.762421274,0.762287913,,,
1322,0.631618759,0.762237762,0.762504372,0.762371044,,,
1323,0.631897203,0.762320867,0.762587413,0.762454116,,,
1324,0.632175227,0.762403913,0.762670395,0.762537131,,,
1325,0.63245283,0.762486902,0.762753319,0.762620087,,,
1326,0.632730015,0.762569832,0.762836186,0.762702986,,,
1327,0.632253203,0.762303665,0.762569832,0.762436725,,,
1328,0.63253012,0.762386602,0.762652705,0.76251963,,,
1329,0.632054176,0.762269405,0.762534819,0.762402089,,,
1330,0.632330827,0.762352122,0.762617473,0.762484775,,,
1331,0.632607062,0.762434783,0.76270007,0.762567403,,,
1332,0.632882883,0.762517385,0.762782609,0.762649974,,,
1333,0.63315829,0.762929538,0.763194444,0.763061968,,,
1334,0.633433283,0.763011797,0.76327664,0.763144196,,,
1335,0.633707865,0.763093999,0.763358779,0.763226366,,,
1336,0.633982036,0.763176144,0.76344086,0.763308479,,,
1337,0.634255797,0.763258232,0.763522885,0.763390536,,,
1338,0.634529148,0.763340263,0.763604853,0.763472535,,,
1339,0.634802091,0.763422238,0.763686764,0.763554478,,,
1340,0.635074627,0.763504155,0.763768618,0.763636364,,,
1341,0.634601044,0.763548498,0.763812155,0.763680304,,,
1342,0.634873323,0.76363009,0.763893683,0.763761864,,,
1343,0.634400596,0.763366678,0.76363009,0.763498361,,,
1344,0.634672619,0.763448276,0.763711625,0.763579928,,,
1345,0.634944238,0.763529817,0.763793103,0.763661438,,,
1346,0.635215453,0.763611303,0.763874526,0.763742892,,,
1347,0.635486266,0.763692732,0.763955892,0.763824289,,,
1348,0.635756677,0.763855422,0.764118457,0.763986917,,,
1349,0.635285397,0.763592567,0.763855422,0.763723972,,,
1350,0.635555556,0.763673891,0.763936683,0.763805264,,,
1351,0.635825315,0.763755158,0.764017888,0.7638865,,,
1352,0.636094675,0.76383637,0.764099037,0.763967681,,,
1353,0.635624538,0.763193968,0.763455605,0.763324764,,,
1354,0.635893648,0.763275094,0.763536669,0.763405859,,,
1355,0.635424354,0.763238811,0.763499658,0.763369212,,,
1356,0.635693215,0.763319672,0.763580458,0.763450043,,,
1357,0.63596168,0.763400478,0.763661202,0.763530818,,,
1358,0.635493373,0.763023493,0.763283379,0.763153414,,,
1359,0.635025754,0.762487258,0.762746431,0.762616822,,,
1360,0.634558824,0.762114537,0.762372881,0.762243688,,,
1361,0.634092579,0.761920866,0.76217862,0.762049721,,,
1362,0.634361233,0.762001352,0.762259046,0.762130178,,,
1363,0.633895818,0.761743832,0.762001352,0.761872571,,,
1364,0.633431085,0.761486486,0.761743832,0.761615138,,,
1365,0.633699634,0.761567038,0.761824324,0.76169566,,,
1366,0.633967789,0.761647535,0.761904762,0.761776127,,,
1367,0.634235552,0.761727978,0.761985145,0.76185654,,,
1368,0.634502924,0.761808367,0.762065474,0.761936899,,,
1369,0.634769905,0.761888702,0.762145749,0.762017204,,,
1370,0.635036496,0.761968982,0.76222597,0.762097454,,,
1371,0.634573304,0.761712167,0.761968982,0.761840553,,,
1372,0.63483965,0.761792453,0.762049208,0.761920809,,,
1373,0.635105608,0.761872684,0.76212938,0.762001011,,,
1374,0.635371179,0.761952862,0.762209498,0.762081158,,,
1375,0.635636364,0.762032986,0.762289562,0.762161252,,,
1376,0.635174419,0.762080537,0.762336354,0.762208424,,,
1377,0.635439361,0.762319812,0.762575453,0.762447611,,,
1378,0.634978229,0.761618188,0.76187291,0.761745528,,,
1379,0.63524293,0.761697861,0.761952524,0.761825171,,,
1380,0.635507246,0.761777481,0.762032086,0.761904762,,,
1381,0.635047067,0.761523046,0.761777481,0.761650242,,,
1382,0.635311143,0.761602671,0.761857047,0.761729838,,,
1383,0.634851772,0.761348465,0.761602671,0.761475547,,,
1384,0.634393064,0.761094428,0.761348465,0.761221425,,,
1385,0.63465704,0.761174116,0.761428095,0.761301084,,,
1386,0.634920635,0.761253751,0.761507672,0.76138069,,,
1387,0.63518385,0.761333333,0.761587196,0.761460243,,,
1388,0.634726225,0.761129568,0.761382519,0.761256023,,,
1389,0.634989201,0.761208901,0.761461794,0.761335326,,,
1390,0.634532374,0.761589404,0.761841669,0.761715516,,,
1391,0.634795111,0.761668322,0.76192053,0.761794405,,,
1392,0.63433908,0.761794787,0.762046205,0.761920475,,,
1393,0.633883704,0.761543536,0.761794787,0.761669141,,,
1394,0.634146341,0.761622156,0.761873351,0.761747733,,,
1395,0.634408602,0.761700725,0.761951863,0.761826273,,,
1396,0.633954155,0.761591582,0.761591582,0.761591582,,,
1397,0.633500358,0.760983607,0.760983607,0.760983607,,,
1398,0.633762518,0.761061947,0.761061947,0.761061947,,,
1399,0.634024303,0.771140236,0.761140236,0.761140236,,,
1400,0.633571429,0.771140236,0.760890927,0.76890926957091,,,
1401,0.633832976,0.760969221,0.760969221,0.760969221,,,
1402,0.634094151,0.761047463,0.761047463,0.761047463,,,
1403,0.633642195,0.761033017,0.761033017,0.761033017,,,
1404,0.633903134,0.761111111,0.761111111,0.761111111,,,
1405,0.634163701,0.761189154,0.761189154,0.761189154,,,
1406,0.634423898,0.761267146,0.761267146,0.761267146,,,
1407,0.634683724,0.761345087,0.761345087,0.761345087,,,
1408,0.634232955,0.761096606,0.761096606,0.761096606,,,
1409,0.633782825,0.760742188,0.760742188,0.760742188,,,
1410,0.633333333,0.760494631,0.760494631,0.760494631,,,
1411,0.633593196,0.760572544,0.760572544,0.760572544,,,
1412,0.633852691,0.760650407,0.760650407,0.760650407,,,
1413,0.633404105,0.760791951,0.760791951,0.760791951,,,
1414,0.633663366,0.760869565,0.760869565,0.760869565,,,
1415,0.633215548,0.76062277,0.76062277,0.76062277,,,
1416,0.633474576,0.760700389,0.760700389,0.760700389,,,
1417,0.633733239,0.760777958,0.760777958,0.760777958,,,
1418,0.633286319,0.760531432,0.760531432,0.760531432,,,
1419,0.632840028,0.760285066,0.760285066,0.760285066,,,
1420,0.633098592,0.760362694,0.760362694,0.760362694,,,
1421,0.632653061,0.760116543,0.760116543,0.760116543,,,
1422,0.632208158,0.75987055,0.75987055,0.75987055,,,
1423,0.63246662,0.759948237,0.759948237,0.759948237,,,
1424,0.632724719,0.760025873,0.760025873,0.760025873,,,
1425,0.632982456,0.760103459,0.760103459,0.760103459,,,
1426,0.633239832,0.760180995,0.760180995,0.760180995,,,
1427,0.632796076,0.76024524,0.76024524,0.76024524,,,
1428,0.632352941,0.76,0.76,0.76,,,
1429,0.632610217,0.760077394,0.760077394,0.760077394,,,
1430,0.632867133,0.760154739,0.760154739,0.760154739,,,
1431,0.632424878,0.759742351,0.759742351,0.759742351,,,
1432,0.63198324,0.75965251,0.75965251,0.75965251,,,
1433,0.631542219,0.75940817,0.75940817,0.75940817,,,
1434,0.631101813,0.759163987,0.759163987,0.759163987,,,
1435,0.631358885,0.759241401,0.759241401,0.759241401,,,
1436,0.631615599,0.759318766,0.759318766,0.759318766,,,
