round,SR,P,Recall,F1,,
102,0.6470588235294118,0.8380952380952381,0.41706161137440756,0.5569620253164557,,
103,0.6504854368932039,0.839622641509434,0.419811320754717,0.559748427672956,,
104,0.6538461538461539,0.8411214953271028,0.4225352112676056,0.5625,,
105,0.6571428571428571,0.8425925925925926,0.4252336448598131,0.5652173913043478,,
106,0.6509433962264151,0.8348623853211009,0.4232558139534884,0.5617283950617284,,
107,0.6542056074766355,0.8363636363636363,0.42592592592592593,0.5644171779141105,,
108,0.6481481481481481,0.8288288288288288,0.423963133640553,0.5609756097560975,,
109,0.6513761467889908,0.8303571428571429,0.42660550458715596,0.5636363636363637,,
110,0.6454545454545455,0.831858407079646,0.42152466367713004,0.5595238095238095,,
111,0.6396396396396397,0.8245614035087719,0.41964285714285715,0.5562130177514794,,
112,0.6339285714285714,0.8260869565217391,0.40772532188841204,0.5459770114942528,,
113,0.6283185840707964,0.8275862068965517,0.39669421487603307,0.5363128491620113,,
114,0.6228070175438597,0.8205128205128205,0.3950617283950617,0.5333333333333333,,
115,0.6260869565217392,0.8220338983050848,0.3975409836065574,0.5359116022099447,,
116,0.6293103448275862,0.8235294117647058,0.4,0.5384615384615384,,
117,0.6324786324786325,0.825,0.4024390243902439,0.540983606557377,,
118,0.6271186440677966,0.8264462809917356,0.3968253968253968,0.5361930294906166,,
119,0.6302521008403361,0.8278688524590164,0.39920948616600793,0.5386666666666666,,
120,0.6333333333333333,0.8292682926829268,0.4015748031496063,0.5411140583554377,,
121,0.6363636363636364,0.8306451612903226,0.403921568627451,0.5435356200527705,,
122,0.6311475409836066,0.832,0.39846743295019155,0.538860103626943,,
123,0.6260162601626016,0.8253968253968254,0.3969465648854962,0.5360824742268041,,
124,0.6290322580645161,0.8267716535433071,0.39923954372623577,0.5384615384615384,,
125,0.632,0.828125,0.4015151515151515,0.5408163265306123,,
126,0.626984126984127,0.8294573643410853,0.3905109489051095,0.5310173697270472,,
127,0.6299212598425197,0.8307692307692308,0.3927272727272727,0.5333333333333333,,
128,0.6328125,0.8320610687022901,0.39492753623188404,0.5356265356265355,,
129,0.6356589147286822,0.8333333333333334,0.3971119133574007,0.5378973105134475,,
130,0.6384615384615384,0.8345864661654135,0.39928057553956836,0.5401459854014599,,
131,0.6335877862595419,0.8283582089552238,0.3978494623655914,0.5375302663438256,,
132,0.6287878787878788,0.8222222222222222,0.39501779359430605,0.5336538461538461,,
133,0.6240601503759399,0.8161764705882353,0.39361702127659576,0.5311004784688995,,
134,0.6194029850746269,0.8175182481751825,0.38620689655172413,0.5245901639344261,,
135,0.6222222222222222,0.8188405797101449,0.38831615120274915,0.5268065268065268,,
136,0.6176470588235294,0.8201438848920863,0.3877551020408163,0.5265588914549654,,
137,0.6204379562043796,0.8214285714285714,0.3898305084745763,0.5287356321839081,,
138,0.6159420289855072,0.8156028368794326,0.3885135135135135,0.5263157894736842,,
139,0.6115107913669064,0.8169014084507042,0.3841059602649007,0.5225225225225225,,
140,0.6071428571428571,0.8111888111888111,0.38283828382838286,0.5201793721973095,,
141,0.6099290780141844,0.8125,0.3848684210526316,0.5223214285714286,,
142,0.6126760563380281,0.8137931034482758,0.38688524590163936,0.5244444444444445,,
143,0.6083916083916084,0.8082191780821918,0.38562091503267976,0.5221238938053098,,
144,0.6111111111111112,0.8095238095238095,0.38762214983713356,0.5242290748898679,,
145,0.6137931034482759,0.8108108108108109,0.38961038961038963,0.5263157894736842,,
146,0.6164383561643836,0.8120805369127517,0.39158576051779936,0.5283842794759825,,
147,0.6122448979591837,0.8066666666666666,0.3903225806451613,0.5260869565217391,,
148,0.6081081081081081,0.8079470198675497,0.38485804416403785,0.5213675213675214,,
149,0.610738255033557,0.8092105263157895,0.3867924528301887,0.523404255319149,,
150,0.6066666666666667,0.8104575163398693,0.38153846153846155,0.5188284518828452,,
151,0.609271523178808,0.8116883116883117,0.3834355828220859,0.5208333333333334,,
152,0.6118421052631579,0.8129032258064516,0.3853211009174312,0.5228215767634855,,
153,0.6143790849673203,0.8141025641025641,0.3871951219512195,0.5247933884297521,,
154,0.6103896103896104,0.8089171974522293,0.3860182370820669,0.5226337448559671,,
155,0.6129032258064516,0.810126582278481,0.3878787878787879,0.5245901639344263,,
156,0.6089743589743589,0.8113207547169812,0.3827893175074184,0.5201612903225806,,
157,0.6050955414012739,0.8125,0.37900874635568516,0.5168986083499006,,
158,0.6075949367088608,0.8136645962732919,0.3808139534883721,0.5188118811881188,,
159,0.610062893081761,0.8148148148148148,0.3826086956521739,0.5207100591715975,,
160,0.60625,0.8098159509202454,0.3815028901734104,0.518664047151277,,
161,0.6024844720496895,0.8048780487804879,0.3804034582132565,0.5166340508806262,,
162,0.5987654320987654,0.806060606060606,0.38,0.516504854368932,,
163,0.6012269938650306,0.8072289156626506,0.3817663817663818,0.5183752417794972,,
164,0.6036585365853658,0.8083832335329342,0.3835227272727273,0.5202312138728323,,
165,0.6,0.8095238095238095,0.384180790960452,0.521072796934866,,
166,0.5963855421686747,0.8106508875739645,0.3816155988857939,0.518939393939394,,
167,0.592814371257485,0.8117647058823529,0.3760217983651226,0.5139664804469274,,
168,0.5952380952380952,0.8128654970760234,0.37771739130434784,0.5157699443413729,,
169,0.5976331360946746,0.813953488372093,0.3794037940379404,0.5175600739371535,,
